sentence1	sentence2	paraphrase_types	sentence1_segment_location	sentence2_segment_location	sentence1_tokenized	sentence2_tokenized	id
Dolores Mahoy, 68, of Colorado Springs, Colo., is someone who might be helped by the legislation pending in Congress.	Dolores E. Mahoy, 68, of Colorado Springs is just the type of person who might be helped by the legislation pending in Congress.	[2, 6, 7, 0, 0, 0, 0]	[2, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[2, 2, 2, 7, 7, 7, 7, 7, 7, 7, 7, 2, 2, 2, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	['Dolores', 'Mahoy', ',', '68', ',', 'of', 'Colorado', 'Springs', ',', 'Colo.', ',', 'is', 'someone', 'who', 'might', 'be', 'helped', 'by', 'the', 'legislation', 'pending', 'in', 'Congress', '.']	['Dolores', 'E.', 'Mahoy', ',', '68', ',', 'of', 'Colorado', 'Springs', 'is', 'just', 'the', 'type', 'of', 'person', 'who', 'might', 'be', 'helped', 'by', 'the', 'legislation', 'pending', 'in', 'Congress', '.\n']	c8e97ed6e2cf4d83949191ac3f242af7
The skull is then punctured, the brain suctioned out, and that causes the skull to collapse so it can be removed from the birth canal.	The skull is then punctured and the brain suctioned out, causing the skull to collapse and easing passage through the birth canal.	[4, 6, 7, 0, 0, 0, 0]	[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 6, 6, 6]	[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 6, 6, 6]	['The', 'skull', 'is', 'then', 'punctured', ',', 'the', 'brain', 'suctioned', 'out', ',', 'and', 'that', 'causes', 'the', 'skull', 'to', 'collapse', 'so', 'it', 'can', 'be', 'removed', 'from', 'the', 'birth', 'canal', '.']	['The', 'skull', 'is', 'then', 'punctured', 'and', 'the', 'brain', 'suctioned', 'out', ',', 'causing', 'the', 'skull', 'to', 'collapse', 'and', 'easing', 'passage', 'through', 'the', 'birth', 'canal', '.\n']	9cc32bd218204e9c9c169f5f9aa96ad8
"""The accuser arrived at the hospital wearing yellow knit panties - with someone else's semen and sperm in them, not that of Mr. Bryant,"" Mackey hammered triumphantly."	"""The accuser arrived at the hospital wearing panties with someone else's semen and sperm in them, not that of Mr. Bryant, correct?"""	[6, 7, 0, 0, 0, 0, 0]	[6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 6, 0, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 0, 6, 0, 0, 0, 6]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 7, 6]	"['``', 'The', 'accuser', 'arrived', 'at', 'the', 'hospital', 'wearing', 'yellow', 'knit', 'panties', '-', 'with', 'someone', 'else', ""'s"", 'semen', 'and', 'sperm', 'in', 'them', ',', 'not', 'that', 'of', 'Mr.', 'Bryant', ',', ""''"", 'Mackey', 'hammered', 'triumphantly', '.']"	"['``', 'The', 'accuser', 'arrived', 'at', 'the', 'hospital', 'wearing', 'panties', 'with', 'someone', 'else', ""'s"", 'semen', 'and', 'sperm', 'in', 'them', ',', 'not', 'that', 'of', 'Mr.', 'Bryant', ',', 'correct', '?', ""''\n""]"	adc497e377b64c25ab3a752a7409a01f
Tornadoes, up to a foot of rain and hail as big as cantaloupes pounded southern Nebraska and northern Kansas, killing one man and destroying at least four homes.	Up to a foot of rain and at least seven tornadoes pounded southern Nebraska and northern Kansas, killing a man and destroying at least four homes.	[2, 6, 7, 0, 0, 0, 0]	[7, 0, 7, 7, 7, 7, 7, 7, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 7, 7]	[7, 7, 7, 7, 7, 7, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 7, 7]	['Tornadoes', ',', 'up', 'to', 'a', 'foot', 'of', 'rain', 'and', 'hail', 'as', 'big', 'as', 'cantaloupes', 'pounded', 'southern', 'Nebraska', 'and', 'northern', 'Kansas', ',', 'killing', 'one', 'man', 'and', 'destroying', 'at', 'least', 'four', 'homes', '.']	['Up', 'to', 'a', 'foot', 'of', 'rain', 'and', 'at', 'least', 'seven', 'tornadoes', 'pounded', 'southern', 'Nebraska', 'and', 'northern', 'Kansas', ',', 'killing', 'a', 'man', 'and', 'destroying', 'at', 'least', 'four', 'homes', '.\n']	af25135719a041a194d6d415f245af25
Large swells and dangerous surf already were being felt along sections of the coast.	Already large swells and dangerous surf have arrived along the mid-Atlantic.	[1, 2, 3, 6, 7, 0, 0]	[6, 6, 6, 6, 6, 7, 1, 1, 1, 6, 2, 2, 2, 2, 6]	[7, 6, 6, 6, 6, 6, 1, 1, 6, 2, 2, 6]	['Large', 'swells', 'and', 'dangerous', 'surf', 'already', 'were', 'being', 'felt', 'along', 'sections', 'of', 'the', 'coast', '.']	['Already', 'large', 'swells', 'and', 'dangerous', 'surf', 'have', 'arrived', 'along', 'the', 'mid-Atlantic', '.\n']	0241df1f570e42d5b3fcf74cef88c5b3
"He said: ""I fear on this occasion what happened was those bits of the alphabet which supported the case were selected."	"""I fear on this occasion what happened is that those bits of the alphabet that supported the case were selected,"" he said."	[1, 2, 6, 7, 0, 0, 0]	[7, 7, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 0, 0]	['He', 'said', ':', '``', 'I', 'fear', 'on', 'this', 'occasion', 'what', 'happened', 'was', 'those', 'bits', 'of', 'the', 'alphabet', 'which', 'supported', 'the', 'case', 'were', 'selected', '.']	"['``', 'I', 'fear', 'on', 'this', 'occasion', 'what', 'happened', 'is', 'that', 'those', 'bits', 'of', 'the', 'alphabet', 'that', 'supported', 'the', 'case', 'were', 'selected', ',', ""''"", 'he', 'said', '.\n']"	460376c426614846b742639ff58a4216
Wall Street was also waiting for aluminum maker Alcoa Inc. AA.N to report earnings after the close.	Wall Street was also waiting for aluminum maker Alcoa Inc. (nyse: PEP - news - people) to report earnings after the close.	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 2, 2, 2, 7, 7, 7, 7, 7, 7, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 0, 0, 0, 0, 0, 0]	['Wall', 'Street', 'was', 'also', 'waiting', 'for', 'aluminum', 'maker', 'Alcoa', 'Inc.', 'AA.N', 'to', 'report', 'earnings', 'after', 'the', 'close', '.']	['Wall', 'Street', 'was', 'also', 'waiting', 'for', 'aluminum', 'maker', 'Alcoa', 'Inc.', '(', 'nyse', ':', 'PEP', '-', 'news', '-', 'people', ')', 'to', 'report', 'earnings', 'after', 'the', 'close', '.\n']	49ae98bf667446f198786d0a65a350d9
Duisenberg said in an interview with Bloomberg News' German television channel released earlier on Wednesday it was too early to discuss further interest rate cuts for the euro zone.	European Central Bank President Wim Duisenberg said in a televised interview that it was too soon to discuss further interest rate cuts in the euro zone.	[2, 6, 7, 0, 0, 0, 0]	[2, 7, 7, 0, 0, 6, 6, 6, 6, 6, 6, 6, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7]	[7, 7, 7, 7, 2, 2, 7, 7, 0, 6, 0, 0, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7]	"['Duisenberg', 'said', 'in', 'an', 'interview', 'with', 'Bloomberg', 'News', ""'"", 'German', 'television', 'channel', 'released', 'earlier', 'on', 'Wednesday', 'it', 'was', 'too', 'early', 'to', 'discuss', 'further', 'interest', 'rate', 'cuts', 'for', 'the', 'euro', 'zone', '.']"	['European', 'Central', 'Bank', 'President', 'Wim', 'Duisenberg', 'said', 'in', 'a', 'televised', 'interview', 'that', 'it', 'was', 'too', 'soon', 'to', 'discuss', 'further', 'interest', 'rate', 'cuts', 'in', 'the', 'euro', 'zone', '.\n']	937b4504b3ea484cbb239e425aafb941
"Det Chief Insp Norman McKinlay said there was ""evidence a body or bodies have been in this area""."	"Detective Chief Inspector Norman McKinlay, leading the investigation, said: ""There is evidence a body or bodies have been in this area."	[1, 2, 5, 6, 7, 0, 0]	[2, 2, 2, 7, 7, 7, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 7]	[2, 2, 2, 6, 6, 7, 7, 7, 7, 7, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	"['Det', 'Chief', 'Insp', 'Norman', 'McKinlay', 'said', 'there', 'was', '``', 'evidence', 'a', 'body', 'or', 'bodies', 'have', 'been', 'in', 'this', 'area', ""''"", '.']"	['Detective', 'Chief', 'Inspector', 'Norman', 'McKinlay', ',', 'leading', 'the', 'investigation', ',', 'said', ':', '``', 'There', 'is', 'evidence', 'a', 'body', 'or', 'bodies', 'have', 'been', 'in', 'this', 'area', '.\n']	5b7ad63b5f18436a93af64279a0bb073
It marked the fourth straight week and the ninth time this year that rates on this benchmark mortgage fell to an all-time weekly low.	Mortgage rates around the country fell again this week, the ninth time this year rates have hit an all-time low.	[2, 4, 5, 6, 7, 0, 0]	[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 7, 7, 7, 7, 4, 4, 4, 4, 4, 4, 4]	[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 7, 7, 7, 7, 7, 7, 4, 4, 7, 7, 7, 7]	['It', 'marked', 'the', 'fourth', 'straight', 'week', 'and', 'the', 'ninth', 'time', 'this', 'year', 'that', 'rates', 'on', 'this', 'benchmark', 'mortgage', 'fell', 'to', 'an', 'all-time', 'weekly', 'low', '.']	['Mortgage', 'rates', 'around', 'the', 'country', 'fell', 'again', 'this', 'week', ',', 'the', 'ninth', 'time', 'this', 'year', 'rates', 'have', 'hit', 'an', 'all-time', 'low', '.\n']	8344f8e2b112405d9db3dee0f34aee41
Harris and Klebold killed 12 students and a teacher before taking their own lives on April 20, 1999.	Harris and Klebold killed 12 students, a teacher and themselves at the school.	[4, 6, 7, 0, 0, 0, 0]	[6, 6, 6, 6, 6, 6, 4, 6, 6, 4, 7, 7, 7, 7, 6, 6, 6, 6, 6, 6]	[6, 6, 6, 7, 6, 6, 4, 6, 6, 4, 7, 6, 6, 6, 6]	['Harris', 'and', 'Klebold', 'killed', '12', 'students', 'and', 'a', 'teacher', 'before', 'taking', 'their', 'own', 'lives', 'on', 'April', '20', ',', '1999', '.']	['Harris', 'and', 'Klebold', 'killed', '12', 'students', ',', 'a', 'teacher', 'and', 'themselves', 'at', 'the', 'school', '.\n']	ef876a1dc24f49789d02fdcd0f257f8a
Then they moved inside the mosque and started firing on the people,'' he told the Associated Press.	"""Then they moved inside the mosque and started firing on the people."""	[5, 6, 7, 0, 0, 0, 0]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 0, 7, 7, 7, 7, 7, 6]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 6]	"['Then', 'they', 'moved', 'inside', 'the', 'mosque', 'and', 'started', 'firing', 'on', 'the', 'people', ',', ""''"", 'he', 'told', 'the', 'Associated', 'Press', '.']"	"['``', 'Then', 'they', 'moved', 'inside', 'the', 'mosque', 'and', 'started', 'firing', 'on', 'the', 'people', '.', ""''\n""]"	9b82c7d8248245269f488eda136ecac4
The company is in the early stages of testing the drug for rheumatoid arthritis.	The company is also testing its cancer drug Rituxan for use by rheumatoid arthritis patients.	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7]	[0, 0, 0, 7, 0, 2, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['The', 'company', 'is', 'in', 'the', 'early', 'stages', 'of', 'testing', 'the', 'drug', 'for', 'rheumatoid', 'arthritis', '.']	['The', 'company', 'is', 'also', 'testing', 'its', 'cancer', 'drug', 'Rituxan', 'for', 'use', 'by', 'rheumatoid', 'arthritis', 'patients', '.\n']	5734fb7619e0448799033a8709bc0268
Several relatives of Australian victims of the attack were in court to witness the proceedings, but few Balinese attended the trial.	Several relatives of Australian victims of the attack sat in the front row of the court, but few Balinese attended the trial.	[2, 3, 6, 7, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 3, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 3, 3, 7, 7, 7, 7, 7, 7, 7, 7]	['Several', 'relatives', 'of', 'Australian', 'victims', 'of', 'the', 'attack', 'were', 'in', 'court', 'to', 'witness', 'the', 'proceedings', ',', 'but', 'few', 'Balinese', 'attended', 'the', 'trial', '.']	['Several', 'relatives', 'of', 'Australian', 'victims', 'of', 'the', 'attack', 'sat', 'in', 'the', 'front', 'row', 'of', 'the', 'court', ',', 'but', 'few', 'Balinese', 'attended', 'the', 'trial', '.\n']	34c15e394994462faf7931526f73db62
The California Farm Bureau did not immediately return calls seeking comment.	The California Farm Bureau did not immediately have an official response to Tuesday's ruling.	[6, 7, 0, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 6, 6, 6, 6, 7]	[6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 7, 7, 7, 7, 6]	['The', 'California', 'Farm', 'Bureau', 'did', 'not', 'immediately', 'return', 'calls', 'seeking', 'comment', '.']	"['The', 'California', 'Farm', 'Bureau', 'did', 'not', 'immediately', 'have', 'an', 'official', 'response', 'to', 'Tuesday', ""'s"", 'ruling', '.\n']"	f8de359ba76a461da9bd3b1245eb500c
U.S. corporate bond yield spreads opened tighter overall on Tuesday, but tobacco company bonds widened significantly after an adverse legal ruling on Philip Morris USA.	U.S. corporate bond yield spreads ended mostly tighter amid slumping Treasuries on Tuesday, while bonds of tobacco firms widened significantly after an adverse legal ruling on Philip Morris USA.	[2, 3, 6, 7, 0, 0, 0]	[7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 2, 3, 3, 3, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[0, 0, 0, 0, 0, 2, 7, 0, 7, 7, 7, 0, 0, 0, 2, 3, 3, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['U.S.', 'corporate', 'bond', 'yield', 'spreads', 'opened', 'tighter', 'overall', 'on', 'Tuesday', ',', 'but', 'tobacco', 'company', 'bonds', 'widened', 'significantly', 'after', 'an', 'adverse', 'legal', 'ruling', 'on', 'Philip', 'Morris', 'USA', '.']	['U.S.', 'corporate', 'bond', 'yield', 'spreads', 'ended', 'mostly', 'tighter', 'amid', 'slumping', 'Treasuries', 'on', 'Tuesday', ',', 'while', 'bonds', 'of', 'tobacco', 'firms', 'widened', 'significantly', 'after', 'an', 'adverse', 'legal', 'ruling', 'on', 'Philip', 'Morris', 'USA', '.\n']	b90191e112ea4a3a90921bf271ec0882
Buyers can purchase a Windows- and Office-loaded desktop for $298, excluding taxes, the report said.	Buyers can now choose a Windows- and Office-loaded desktop for 12,390 baht (US$298), excluding taxes, the report said.	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 2, 7, 7, 7, 7, 7, 7, 2, 2, 7, 7, 7, 7, 7, 7, 7, 7]	[0, 0, 7, 2, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0]	['Buyers', 'can', 'purchase', 'a', 'Windows-', 'and', 'Office-loaded', 'desktop', 'for', '$', '298', ',', 'excluding', 'taxes', ',', 'the', 'report', 'said', '.']	['Buyers', 'can', 'now', 'choose', 'a', 'Windows-', 'and', 'Office-loaded', 'desktop', 'for', '12,390', 'baht', '(', 'US', '$', '298', ')', ',', 'excluding', 'taxes', ',', 'the', 'report', 'said', '.\n']	6fe4e1dea8724c78a8468f6c75a63ceb
Not only is this the oldest known planet, it's also the most distant.	Astronomers have found the oldest and most distant planet known in the universe.	[4, 6, 7, 0, 0, 0, 0]	[6, 6, 6, 6, 7, 7, 4, 7, 6, 6, 6, 6, 4, 4, 4, 7]	[0, 0, 0, 6, 6, 4, 4, 4, 6, 4, 7, 7, 7, 6]	"['Not', 'only', 'is', 'this', 'the', 'oldest', 'known', 'planet', ',', 'it', ""'s"", 'also', 'the', 'most', 'distant', '.']"	['Astronomers', 'have', 'found', 'the', 'oldest', 'and', 'most', 'distant', 'planet', 'known', 'in', 'the', 'universe', '.\n']	64771f4405544896a8ac27d0108384d5
They have been identified by the Tarrant County Medical Examiner's Office as Melena's brother, Angel Melena, 25, and Narcisco Del Angel Lozano, 34.	The Tarrant County Medical Examiner's Office has identified the deceased passengers at the scene as Angel Melena, 25, and Narcisco Del-Angel Lozano, 34.	[2, 4, 6, 7, 0, 0, 0]	[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 2, 7, 7, 7, 7]	[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7]	"['They', 'have', 'been', 'identified', 'by', 'the', 'Tarrant', 'County', 'Medical', 'Examiner', ""'s"", 'Office', 'as', 'Melena', ""'s"", 'brother', ',', 'Angel', 'Melena', ',', '25', ',', 'and', 'Narcisco', 'Del', 'Angel', 'Lozano', ',', '34', '.']"	"['The', 'Tarrant', 'County', 'Medical', 'Examiner', ""'s"", 'Office', 'has', 'identified', 'the', 'deceased', 'passengers', 'at', 'the', 'scene', 'as', 'Angel', 'Melena', ',', '25', ',', 'and', 'Narcisco', 'Del-Angel', 'Lozano', ',', '34', '.\n']"	79c669065a06428a9f4c61d9e74d6099
Dynes will get $395,000 a year, an increase over Atkinson's current salary of $361,400.	In his new position, Dynes will earn $395,000, a significant increase over Atkinson's salary of $361,400.	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 2, 7, 7, 7, 7, 7, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	"['Dynes', 'will', 'get', '$', '395,000', 'a', 'year', ',', 'an', 'increase', 'over', 'Atkinson', ""'s"", 'current', 'salary', 'of', '$', '361,400', '.']"	"['In', 'his', 'new', 'position', ',', 'Dynes', 'will', 'earn', '$', '395,000', ',', 'a', 'significant', 'increase', 'over', 'Atkinson', ""'s"", 'salary', 'of', '$', '361,400', '.\n']"	2acb6a3ad6ee4834beda06083e3bc067
Predictions ranged from 16 cents a share to 27 cents a share, according to Thomson First Call.	Wall Street analysts had expected 22 cents a share, according to Thomson First Call.	[2, 6, 0, 0, 0, 0, 0]	[2, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	[2, 2, 2, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	['Predictions', 'ranged', 'from', '16', 'cents', 'a', 'share', 'to', '27', 'cents', 'a', 'share', ',', 'according', 'to', 'Thomson', 'First', 'Call', '.']	['Wall', 'Street', 'analysts', 'had', 'expected', '22', 'cents', 'a', 'share', ',', 'according', 'to', 'Thomson', 'First', 'Call', '.\n']	f4e7b20e52b240d8864e1bd5dbe1e788
Full classes of 48 are booked through September, he said, and the Transportation Security Administration plans to double its classes in January.	Full classes of 48 each are booked through the end of September, he said, and the agency plans to double its classes in January.	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 2, 2, 7, 7, 7, 7, 7, 7, 7, 7]	[0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]	['Full', 'classes', 'of', '48', 'are', 'booked', 'through', 'September', ',', 'he', 'said', ',', 'and', 'the', 'Transportation', 'Security', 'Administration', 'plans', 'to', 'double', 'its', 'classes', 'in', 'January', '.']	['Full', 'classes', 'of', '48', 'each', 'are', 'booked', 'through', 'the', 'end', 'of', 'September', ',', 'he', 'said', ',', 'and', 'the', 'agency', 'plans', 'to', 'double', 'its', 'classes', 'in', 'January', '.\n']	1bb7acdf76954a92a312192c3e17def4
Sovereign's shares lost 74 cents, or 4.5%, to $15.68.	Sovereign shares closed on the New York Stock Exchange at $15.68, down 74 cents, or 4.5 percent.	[2, 3, 6, 7, 0, 0, 0]	[3, 3, 3, 2, 7, 7, 7, 7, 7, 2, 0, 7, 7, 7, 7]	[3, 3, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 2, 0, 0, 0, 0, 0, 2, 0]	"['Sovereign', ""'s"", 'shares', 'lost', '74', 'cents', ',', 'or', '4.5', '%', ',', 'to', '$', '15.68', '.']"	['Sovereign', 'shares', 'closed', 'on', 'the', 'New', 'York', 'Stock', 'Exchange', 'at', '$', '15.68', ',', 'down', '74', 'cents', ',', 'or', '4.5', 'percent', '.\n']	dad3e728657a46a78dbec662e4059c75
Other recommendations included a special counsel on oceans in the White House, creation of regional ocean ecosystem councils and a national system to protect marine reserves.	Other recommendations included the creation of regional ocean ecosystem councils and a national system to fully protect marine reserves.	[6, 7, 0, 0, 0, 0, 0]	[0, 0, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	['Other', 'recommendations', 'included', 'a', 'special', 'counsel', 'on', 'oceans', 'in', 'the', 'White', 'House', ',', 'creation', 'of', 'regional', 'ocean', 'ecosystem', 'councils', 'and', 'a', 'national', 'system', 'to', 'protect', 'marine', 'reserves', '.']	['Other', 'recommendations', 'included', 'the', 'creation', 'of', 'regional', 'ocean', 'ecosystem', 'councils', 'and', 'a', 'national', 'system', 'to', 'fully', 'protect', 'marine', 'reserves', '.\n']	fd65d4e5e61447ee8f5db6cc0db63aba
"""We will work with the board to ensure a smooth transition."""	"He said federal regulators would work with the corporation to ensure a ""smooth transition."""	[1, 2, 5, 6, 0, 0, 0]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]	"['``', 'We', 'will', 'work', 'with', 'the', 'board', 'to', 'ensure', 'a', 'smooth', 'transition', '.', ""''""]"	"['He', 'said', 'federal', 'regulators', 'would', 'work', 'with', 'the', 'corporation', 'to', 'ensure', 'a', '``', 'smooth', 'transition', '.', ""''\n""]"	a3e3e08b9b9247fcb74f581fa6ccb2c0
The remains of three illegal immigrants were found Tuesday in a sweltering railroad car after fellow immigrants escaped and left behind their weakened companions.	Three undocumented immigrants were found dead inside a railroad hopper car Tuesday, two days after fellow immigrants escaped the sweltering car and left behind their weakened companions.	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 2, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[0, 2, 0, 0, 0, 0, 2, 0, 0, 7, 0, 7, 0, 7, 7, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0]	['The', 'remains', 'of', 'three', 'illegal', 'immigrants', 'were', 'found', 'Tuesday', 'in', 'a', 'sweltering', 'railroad', 'car', 'after', 'fellow', 'immigrants', 'escaped', 'and', 'left', 'behind', 'their', 'weakened', 'companions', '.']	['Three', 'undocumented', 'immigrants', 'were', 'found', 'dead', 'inside', 'a', 'railroad', 'hopper', 'car', 'Tuesday', ',', 'two', 'days', 'after', 'fellow', 'immigrants', 'escaped', 'the', 'sweltering', 'car', 'and', 'left', 'behind', 'their', 'weakened', 'companions', '.\n']	470da10a33a94a61b77a5eb33e8c3db0
Gasps could be heard in the courtroom when the photo was displayed.	Gasps could be heard as the photo was projected onto the screen.	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 2, 7]	[7, 7, 7, 7, 2, 7, 7, 7, 2, 7, 7, 7, 7]	['Gasps', 'could', 'be', 'heard', 'in', 'the', 'courtroom', 'when', 'the', 'photo', 'was', 'displayed', '.']	['Gasps', 'could', 'be', 'heard', 'as', 'the', 'photo', 'was', 'projected', 'onto', 'the', 'screen', '.\n']	0c71ec8604764ff8b7c40377a87d00fe
Last month, it narrowed the range to between $7.6 billion and $7.8 billion.	Last month Intel raised its revenue guidance for the quarter to between $7.6 billion and $7.8 billion.	[2, 5, 6, 7, 0, 0, 0]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]	['Last', 'month', ',', 'it', 'narrowed', 'the', 'range', 'to', 'between', '$', '7.6', 'billion', 'and', '$', '7.8', 'billion', '.']	['Last', 'month', 'Intel', 'raised', 'its', 'revenue', 'guidance', 'for', 'the', 'quarter', 'to', 'between', '$', '7.6', 'billion', 'and', '$', '7.8', 'billion', '.\n']	4f7d950dd01a4862a43d329a82859190
Sir Wilfred Thesiger, traveller, writer, and one of the last solitary explorers of a shrinking planet, has died aged 93.	Sir Wilfred Thesiger, writer, explorer and chronicler of the world's vanishing ways of life, has died at age 93.	[1, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 0, 0, 0, 0, 7, 7, 7, 1, 7, 7]	[7, 7, 7, 7, 7, 7, 1, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 1, 7, 7]	['Sir', 'Wilfred', 'Thesiger', ',', 'traveller', ',', 'writer', ',', 'and', 'one', 'of', 'the', 'last', 'solitary', 'explorers', 'of', 'a', 'shrinking', 'planet', ',', 'has', 'died', 'aged', '93', '.']	"['Sir', 'Wilfred', 'Thesiger', ',', 'writer', ',', 'explorer', 'and', 'chronicler', 'of', 'the', 'world', ""'s"", 'vanishing', 'ways', 'of', 'life', ',', 'has', 'died', 'at', 'age', '93', '.\n']"	c8a3dc59aff247c481a53c797beeb56a
