id	sentence1	sentence2	similarity
9ad11107-f33f-4672-acae-ea3a3ac8fdac	Three children stand on or near a fence.	The three children are standing on and by a fence.	4.6
5d6963ce-ccc8-4dd5-bc17-026e3aaeb6c9	the chinese government has strengthened china's anti-proliferation capacity in recent years.	the chinese government has strictly censored china's chemical imports and exports according to the law in recent years.	1.0
ad51f56b-ef9c-4919-8abe-a3174b70f85b	A woman is slicing butter.	A woman slices tofu.	1.8
0ff21950-c64e-4055-883e-54fa08764444	Thousands protest gay marriage	Thousands protest gay marriage in Paris	3.6
21e23dd7-5a7c-4469-944a-279bd97ae4de	Sachin Tendulkar is sworn in as Indian senator	MP Sachin Tendulkar says no to govt bungalow	1.6
596c2de7-1f95-4b09-b6d6-224c6146c049	South Africa prays for Nelson Mandela	South Africa unites in prayer and song for Nelson Mandela	4.2
53e6e75c-7e01-4b0d-915a-d3c3f64d7ea6	the number 254 was tabulated with an afp count compiled from press and witness reports.	the number of executions in iran in 2007 was calculated by an afp count compiled from press reports.	2.2
292110c2-4562-4098-b0fa-0d55c5d08cf9	A woman jumps and poses for the camera.	A woman poses for the camera.	4.0
d90705d6-b303-4e64-85ea-bf112982a1ad	The euro <EUR=> was up 0.67 percent against the dollar at $1.1784 after rising to a three-month high earlier in the session above $1.18.	In early U.S. trading, the euro <EUR=> was down 0.6 percent to $1.1741, after rising to a four-month high of $1.1860.	2.2
8d86f7eb-1b84-47fd-b0f6-dc63c8d2b45e	A black and white bird on a body of water with grass in the background.	A bus is on a road with a ferris wheel in the background.	0.0
7661399a-7d66-49fe-a440-5bb68915b51e	State health officials said today a young northeast Kansas woman likely has the state's first case of monkeypox among humans or animals.	Health officials confirmed today that a northeast Kansas woman has the state's first case of monkeypox and the first case west of the Mississippi River.	3.5
882127be-95b0-4ac4-a503-e9a6492b9df7	Two cats are close together inside and black and white furry enclosure.	Two baby kittens are sitting inside a cow-schemed, fur-covered dome.	3.6
53e7366d-f71a-4f82-b3fc-ecb4405cdd86	A boy is playing the piano.	A man is playing a piano.	3.0
876c9c71-d398-431b-83e6-84a953dd1acc	100 killed in new Darfur tribal clashes	'9 Dead' in New Darfur Tribal Clash	2.8
15d28e32-fc38-4aff-b224-c906b6adad07	A woman is filing her nails.	A man is peeling a carrot.	0.0
a208e372-e0fa-4e09-9258-61c34afd13aa	US set for Obama inauguration	US House backs new sanctions before Iran inauguration	0.4
59235dbb-bafe-4342-ab21-88f0b77e8feb	A man is dangling a mouse near a snake.	A man is feeding a mice to a snake.	3.2
8a5296c8-7ffe-48e5-a435-3794fcd824f1	"The other 24 members are split between representatives of the securities industry and so-called ""public"" board members."	Of the 24 directors who are not exchange executives, half are representatives of the securities industry and half are designated public members.	4.0
2fbd7b97-1427-485c-abbc-c40117aaeb72	The 30-year bond US30YT=RR dipped 14/32 for a yield of 4.26 percent from 4.23 percent.	The 30-year bond US30YT=RR lost 16/32, taking its yield to 4.20 percent from 4.18 percent.	3.333
5f188a7f-a943-46e1-bb36-7ad1dbc93382	alstom is in competition with japanese and german countries for the contract.	alstom is competing against japanese company shinkansen and german company ice for the contract.	3.6
002f2c16-3bb1-40a7-8720-f2336cef3a20	A man is performing a stunt outdoors.	A young man on a beach is performing skateboard stunts.	2.8
fce5cc87-7701-46a5-8495-45c52ecb1dcd	Last year, he made an unsuccessful bid for the Democratic nomination for governor.	He ran last year for the Democratic nomination for Texas governor, but lost the primary to multimillionaire Tony Sanchez.	3.25
f4696da6-5d62-469a-a183-d351c52c05f2	"""It is about a third of what I owe in the world,"" he told reporters."	It ain't coming to me, but it's only about a third of what I owe in the world.	3.75
f1ccd5ea-c4df-4323-b9ca-b34e2670465e	US-Russia reach agreement on Syria	US-Russia reach agreement on Syria weapons	3.4
584a0c8f-792f-4f60-aff6-87a41c755722	"""It was brazen intimidation to keep people on the reservation,"" said a Republican who attended but did not want to be named."	"""It was a brazen attempt at intimidation,"" said a Republican legislator who attended the meeting."	3.5
1ee933c4-bdcc-4486-a6cd-a4af7d04e10b	For the most part you can apply at any US consulate.	Generally you're supposed to apply at the US consulate at your place of residence.	3.6
3163400d-3293-4b20-97a5-b97886f4bc84	The Note's Must-Reads for Friday May 24, 2013	The Note's Must-Reads for Friday, August 23, 2013	2.2
b7ef307d-4219-46af-9aae-cfbad8378519	You need to be embedding a color profile in you image, as also using a browser that supports color management.	In my experience, when the final production will be in sRGB, use that color profile from start to finish.	2.6
065703e8-0b52-4e37-ad49-a0e9138cfcd2	Osama Bin Laden Wives to Be Jailed	Osama Bin Laden movie to be filmed in India	0.8
be2c7258-2700-4f6d-b51c-c2d7c1971a8b	WikiLeaks begins publishing two million Syria emails	WikiLeaks Releasing Trove of Syria Documents	3.4
aa234be7-a076-46a4-a623-6a7b49b157bb	More factchecking: I don't know why anyone is making a fuss over the $, bet.	I don't know why anyone is making a fuss over the $, bet.	4.4
bbaff109-bf51-4414-8909-ebddd31b6ab4	A man is climbing a rope.	A man is sitting on a rock.	0.25
f0e5f63f-a4b9-479b-aced-3b47b7e5aa09	A man is speaking.	A man is spitting.	0.636
368cc340-27d4-4968-ba80-d90c20a99d66	Revenue rose 3.9 percent, to $1.63 billion from $1.57 billion.	The McLean, Virginia-based company said newspaper revenue increased 5 percent to $1.46 billion.	1.2
66d03bb2-048b-4aa4-af0c-cf97834bc889	Pakistan's Musharraf charged over Bhutto murder	Pakistan's Musharraf Charged In Bhutto Death	4.8
d09236d0-1cf4-410f-9164-1feca1b4b9b7	Heavy Fighting Reported in Syria's Aleppo	Heavy fighting reported in Damascus	1.4
8b56848d-8b01-4d0b-ba57-d18872ccd026	Janice Kelly said her husband had received assurances from senior MoD officials that his name would not be made public.	She told the inquiry that her husband had received assurances from his line manager and senior ministry officials that when he came forward his name would not be made public.	3.75
1f30c531-e3d7-4e6e-8fc9-136f92072296	north korean officials are suspected of building nuclear weapons.	north korea is currently in the process of dismantling its nuclear weapons program.	2.0
ea152eb6-d67f-41d7-967d-905218d88cf1	Turkish riot police tear gas Taksim Square protest	Turkish riot police enter Taksim Square	3.0
67122a47-d32c-4de1-9c2f-5b072f301127	Unfortunately the answer to your question is we simply do not know.	Sorry, I don't know the answer to your question.	4.0
bd8b4e3b-14e2-47d9-b28b-7f8cb9266eb1	Jaya Prada all set to join BJP	Jaya Prada likely to join BJP, Amar Singh to decide for her	3.8
6692a168-52f4-4dae-a290-bf174b3292f9	Yes, I've assumed that all packaging would be recyclable in my argument.	I've assumed this as well in my argument.	2.8
3cab796b-af34-421a-a983-dbc63bf2a2c0	Breed Zebra Danios are extremely hardy fish, they are almost difficult to kill.	Supposedly Danios need to school which mean you need at least 5-8 Danios in your tank.	1.6
6de9589f-12ef-4054-a8c1-c10746b7a9db	in  Foxe basin was frozen.	Foxe was mostly frozen.	4.2
379d9da6-47f5-49ba-b30d-b6d2a306a61d	Obama cancels Moscow meeting with Putin	Obama canceled meeting with Putin	4.0
c973f3a8-feaf-49d8-baac-d37c8e7e49a3	A cat is drinking milk.	A kitten is drinking milk.	4.0
ee28192a-6623-40ed-98ed-6cb7d100e8ae	A person is driving a car.	A man is driving a car.	3.5
40e02d11-7ae3-44ed-9f3b-a00c7935292b	Three bomb attacks kill six soldiers, one civilian	School bomb attack kills two in southern Thailand	1.0
4d207c14-8d98-47d0-a032-3a3c9bcc0640	At CPAC, Mitt Romney Stresses Conservative Credentials	CPAC 2012: Mitt Romney Struggles to Connect with Conservative Base	3.2
0f8d9bce-cabc-4a97-a987-f062c8774afe	A man is playing the drums.	A man is playing the guitar.	2.2
7ce8518c-0eb3-453d-a91a-bb2de03e62b5	A man is cutting up a cucumber.	A man is slicing a cucumber.	4.2
c73b9d0b-4118-48ac-8af2-63157303c7a0	The effort is the Bush administration's latest effort to expand the role of religious organizations in government services.	July 10 - The Bush administration's latest effort to expand the role of religious organizations in government services enlists church-based youth groups in anti-drug programs.	3.25
f5638a63-0fcf-4fc3-b2b1-8710dd100daa	Some children are jumping on Trampoline.	Two boy are playing on a trampoline.	3.0
66d19b61-6841-4225-aca2-44cfb547814f	Manchester United slashes price for US IPO	Manchester United Reveal Share Price Details	2.4
d83b98c6-7c59-4e8c-9026-8cfce283e0e9	A man is cutting a potato.	A man is slicing some potato.	4.4
758df8f9-f425-4441-b479-7d0fbdd18db4	Obama mulls limited military action in Syria	Obama urges military action against Syria, but will seek Congress' OK	2.0
f5804947-e692-4497-ab1c-84c58044c9f6	A man is eating a banana.	Someone is peeling a banana.	1.8
45d42d7c-a242-446a-9f30-c4caeeb6cc5e	No, you don't need to have taken classes or earned a degree in your area.	I have done quite a bit of technical writing for healthcare information systems.	0.0
bc7bb3c7-73c2-4f6a-b5a0-55878c420bb8	Despicable Ben, Stop trying to find excuses for the man.	Ben, Stop trying to find excuses for the man.	4.4
92c5f839-0581-4c17-ad27-3c8b84524a0c	A man plays a piano.	A woman is playing the violin.	1.0
f3207673-d1ed-4fa5-bd0a-149519c41b35	A woman and a man are amused by headphones.	A man and a woman resting after exercise.	1.2
0c1b6772-535b-478b-8141-cd2668b38f9a	Obama to meet families of shooting victims	Obama to meet Batman gun victims	3.2
d8ac3677-fde1-436b-8ccf-ed8567e6eebb	The military officer barked at the recruits.	An officer is talking to recruits.	2.5
8d092c01-8ef3-4f62-bb8d-f7843736b83c	A man is on a rooftop	A man is holding a microphone in a room.	0.8
8c1f6be5-1df6-4b96-8112-30ee0711ecbb	Or this one by Jim Croce We are all vessels filled with many wonders.	We are all vessels filled with many wonders.	3.2
2455e80a-1641-43bc-974a-19300c5eb224	He allowed two runs in seven innings and struck out six.	Zambrano pitched seven innings and allowed two runs on five hits and four walks.	3.5
7be12c4e-4b1c-4db5-bf8a-dfc4e1492432	A small dog runs through an obstacle course.	A small dog jumping over an obstacle.	3.8
f41859a7-b8e3-4a69-838a-d21e052ef6b8	I would personally beware of the Motley Fool.	I would recommend looking at The Motley Fool.	2.0
56f0906d-30ff-42a6-96d8-c07f1ec8912e	the iaea report is restricted.	the killers escaped.	0.0
587df9bb-3235-48fc-bab5-3245a6edbc07	The lady put the dried noodles in the hot water to cook.	A woman places a container of noodles in a pan of water.	4.333
f307a706-06d6-4aec-b7df-a5ff4ee13bf3	It depends on what you want to do next, and where you want to do it.	They can, but the way to do it depends on what you have available.	1.0
9e3faf08-e803-4c1e-8a9b-b16b1212aae1	Veteran stage and screen actor Hume Cronyn died of cancer Sunday.	Character actor Hume Cronyn, 91, died Sunday at his home in Connecticut.	3.5
a7099db5-ec4b-44aa-b309-24813829fbbb	U.S. District Judge Edmund Sargus ruled that the Akron-based company should have determined that changes at one of its plants would increase overall pollution emissions.	FirstEnergy Corp. should have determined that modernizing one of its plants would increase overall pollution emissions, U.S. District Judge Edmund Sargus ruled Thursday.	3.6
2b77de87-786d-4ff1-b597-c40c46ab6448	This depends on the shelf life of the cultivar of tomato you purchased.	Tomatoes will last longer if kept in the fridge, but I actually recommend against keeping them there.	2.0
97b08142-e598-495e-a63c-342d6ca5d1fa	The little boy is singing and playing the guitar.	A baby is playing a guitar.	2.8
de41e500-3176-4045-afaa-cad9c43abb69	Gusmao consolidates power in East Timor elections	Supreme Court possibilities if Romney wins election	0.0
95e85510-b57c-403f-9f6c-a6a9d798557a	A motorcycles is parked near a wall covered with a graffiti scene of a cityscape.	A motorcycle is parked by a mural of a city in the evening.	3.4
60ea5318-b00d-4c9e-9054-36d2369653c5	Two young people are sitting at a table next to a sliding glass door, with one person pointing at the other.	Two people sit facing each other at a table as one points at the other.	4.2
1a7afbde-ec64-4fab-b49c-847a35c273b0	Many guards are standing in front of the starting line of a race.	Two men in business dress are standing by the side of a road.	0.4
51aa0758-8aee-4758-86ec-a82fc5fdfd85	Rudd sworn in as new Australian PM	Muslims in hiding as sectarian ...	0.0
b4107fff-1809-40f5-8df3-ba83fc15a80a	the meeting was 3 days long.	the meetings lasted 2 days.	2.8
8b76f10f-cc4a-427b-8633-76016a3c2e56	Two women sitting in chairs in a shop.	Two women are sitting in a cafe.	3.0
03ff6100-a796-4a7d-b909-d719d46a693f	Because there are more effective ways for Her Majesty to change or veto laws.	They do not veto laws because nobody will ever adopt a law which is contrary to the expressed queen's will.	2.8
3c9c24ad-53ea-412f-aacb-3ad894c37d69	Ernst & Young has denied any wrongdoing and plans to fight the allegations.	"Ernst & Young has denied the SEC's claims, and called its recommendations ""irresponsible""."	3.0
289c5884-44f1-434d-bef2-202cffbf408a	Benchmark Treasury 10-year notes gained 17/32, yielding 4.015 percent.	The benchmark 10-year note was recently down 17/32, to yield 4.067 percent.	2.75
f0f969e5-2d39-4b4e-b275-9111cb9321f4	My parents have told me it is bad for you.	My teachers have told me it is bad for you.	2.8
0e4886f9-87e7-46c1-bc0b-7cd9fc5ec26d	A man is shooting a pistol.	A woman is chopping garlic.	0.8
72a948b2-7737-44a7-b034-9803fd6199c9	Australia returns asylum seekers to Sri Lanka in sea transfer	Australia: Australia hands asylum-seekers back to Sri Lanka	4.6
6479ec97-ef93-4c2e-9d24-0b453c457f52	But Mitsubishi Tokyo Financial (JP:8306: news, chart, profile) declined 3,000 yen, or 0.65 percent, to 456,000 yen.	Sumitomo Mitsui Financial (JP:8316: news, chart, profile) was down 2.5 percent at 198,000 yen.	1.6
f0ff8334-b17f-4dc9-a21b-1bf2c6f24ea9	the u.s., other western nations and nato condemned the violence.	the u.s., other western nations and nato demanded a cease-fire.	3.6
0039e1ad-68ec-47e0-82a1-a24ce487c55d	Two men are fighting in a cow pasture.	Two men are fighting in a cattle pen.	4.0
f05d7c65-d5c2-40e9-950f-2b98c259b998	The dead woman was also wearing a ring and a Cartier watch.	"""It's a blond-haired woman wearing a Cartier watch on her wrist,"" the source said."	2.6
ef265176-0ac4-4171-b6e0-3868475826a8	Record-setting Southwest heat wave turns fatal	At least 1 dead, 40 hospitalized in Southwest heat wave	4.0
1684d4ff-093a-4356-938a-86b9945ca690	Transcript reveals confusion over evacuation of South Korean ferry	Transcript Reveals Confusion Over Ferry Evacuation	3.6
1d7231a8-bea8-4f88-ab4a-ce2c34fdc913	Women are holding each other and dancing together.	Two men are playing table tennis.	0.0
8c504915-23c8-48b3-a31d-d702784a625a	Egyptians vote on divisive constitution	Egyptians vote on constitution change	4.0
06533586-e8bd-4bdb-9176-9d95fa8ec141	The smiling woman at the beach is buried in seaweed.	A girl in a cowboy hat with a sheep on a leash.	1.0
fcc1415b-b5ec-407f-8a0b-8a6d680b7191	The woman is waterskiing.	A woman is wake boarding on a lake.	1.75
5737bd38-7f13-4e2a-9e8f-3e0c969c7974	Police disperse protest in east Sudan - witnesses	Police disperse east China chemical plant protesters	1.6
bb5ac838-4308-4f02-8491-05fd4a579c02	A man and woman are eating at a table.	A couple are eating a meal and talking.	3.0
d182652f-d0db-4e4b-88a4-eb56ea2e2b7a	DR Congo rebels kill park rangers	Rebels kill two park rangers in eastern Congo	4.0
4c45f067-830c-44ce-97f8-a0db2897beef	A man is cutting a fish.	A man guts a fish.	3.0
6664160a-ce20-4f44-9976-0942317fa32c	Some of what you can do:	Not much you can do besides:	1.0
0b8f7aa7-06b3-463a-9c62-e83d6f4ab6c5	Texas Instruments climbed $1.37 to $19.25 yesterday and Novellus Systems Inc. advanced $1.76 to $36.31.	"Texas Instruments climbed $US1.37 to $US19.25 and Novellus Systems advanced $US1.76 to $US36.31, each having been raised to ""overweight"" by Lehman."	3.75
95351fbb-af74-485d-b227-341daeb7c243	Messi nets 300th, 301st goals in Barcelona win	Football: Messi hits 300th Barcelona goal in comeback win	3.4
870555a5-c5ef-4079-853c-f3603ee03c00	The woman is putting paste into a dish.	A woman is pulling some kind of sticky goo out of a bowl.	1.5
1dc745ba-15fc-4bf3-b285-523e04a28742	Waksal has pleaded guilty to securities fraud and is to be sentenced next week.	Waksal pleaded guilty to insider trading charges last year, and he is scheduled to be sentenced June 10.	3.5
06c1bb0f-0140-4287-a66b-58ffc13fac37	the african union has proposed a peacekeeping mission to help somalia's struggling transitional government stabilize somalia.	the african union has proposed a peacekeeping mission to aid the struggling transitional government in stabilizing somalia, particularly after the withdrawal of ethiopian forces.	3.6
cd033a2c-7d3f-407b-a530-bbb42ad90365	Japan PM calls for quicker tsunami waste processing	Japan marks one year since quake and tsunami disaster	1.0
b623664a-75f3-4897-8c6b-39b4a08c85f6	bulgaria is located on the southeastern part of the balkan peninsula.	drug-trafficking activity is rampant in the southeastern part of the balkan peninsula.	1.0
8409278f-e312-42c3-8bf9-a828322455d0	Another said its members would continue to call the more than 50 million phone numbers on the Federal Trade Commission's list.	Meantime, the Direct Marketing Association said its members should not call the nearly 51 million numbers on the list.	2.0
d10e3cd1-0ab4-402e-896a-22af1dcbd8a1	Police question man in deadly LA boardwalk crash	Police arrest suspect in deadly LA driving attack	2.2
9b672cf1-2e49-476c-bd6b-8ab8a2e490d7	A women laying across two men sitting on a sofa.	A man and two women smiling at the camera while sitting on a blue sofa.	2.2
6268d360-acd7-4f4c-af5c-f81958f9343d	Someone is pouring chicken broth into a pot.	The man is pouring broth into the pot.	3.75
a5b568ae-0238-49db-8001-f4c81606e04c	Chinese general's son gets 10 years jail for rape	Chinese general’s son gets 10 years’ jail for gang-rape	4.2
6544d729-f609-49b8-85ab-107d6b53630d	A dog is pawing at a fly in the carpet before it.	The dog played with a bug on the carpet.	3.6
0e08f19d-e8c6-49d1-8a5e-aaf6d1d55ab5	US, UK in pact to release emergency oil stocks	US, UK Set to Agree Emergency Oil Stocks Release	4.6
4088eba4-07d6-46e3-94be-d0c3c24afcec	A dog is eating water melon.	A dog is eating a piece of watermelon.	4.25
ca1a259d-1d05-455e-9cd2-3709491e524d	This eclipses the old record of  set in .	This breaks the daily record of  set in .	4.8
c93c8f8c-2fea-4b8c-851e-83b37cf24701	"RT Jones analyst Juli Niemann said Grant was ""the one we were all pulling for."	"He has a very good reputation,"" RT Jones analyst Juli Niemann said of Grant."	1.4
ae1cb654-6316-4c32-944f-94ef48df3d28	UK's Ex-Premier Margaret Thatcher Dies At 87	Former British PM Margaret Thatcher dies	4.0
f04be91e-9b32-4aad-a2fa-fde5f951b672	U.S. troops encountered no resistance during the five-hour sweep near Tikrit, Saddam Hussein's hometown and the center of a region of Baath Party supporters.	Tikrit is Saddam Hussein's hometown and the region around it is known as a hotbed of Baath Party supporters and former high-ranking Iraqi military officials.	2.25
4c24184c-786f-41fa-8ab6-fd32914681bf	Its maker, MedImmune Inc., based in Gaithersburg, made 4 million to 5 million doses this year.	MedImmune Vaccines, the maker of FluMist, made between 4 million and 5 million doses this year.	3.5
1250c4d2-9059-4573-a445-e9a90c1f4e3b	This dog is jumping through the water.	Two dogs running through the water on a beach.	2.2
6f29d9bf-5528-4777-b4b2-dfe980b1d8e0	A gun is being fired.	A potato is being peeled.	0.5
896925a6-2d1c-4bab-9528-785ba506126a	Jury nullification means a law isn't Constitutional?	No. Jury nullification does not mean that a law is unconstuitutional.	2.0
27e257b5-31bd-4222-adc2-739bcf14feb5	Russia jails Pussy Riot protest punks for two years	Russian court to rule in Pussy Riot trial	1.8
a070eb95-ca6a-4993-8485-4dd055fd8236	Security official killed in Yemen	Security personnel killed in Pakistan raid	0.6
53da0389-b752-4273-9574-4713a361c3d6	A person is peeling shrimp.	A man is peeling shrimp.	3.8
bc3019f4-804a-4a28-aebd-2170208f0f42	A person is putting shredded cheese in a pot.	A hamster is eating some seeds.	0.25
64fb02d5-e0a0-4519-b84d-6a1391593935	indian defense ministry has increased spending on defense purchases.	indian defense ministry has increased defense spending for new purchases by 33 percent.	3.6
6fb76961-1b53-41a3-8a74-4b64c331f3e9	The technology-laced Nasdaq Composite Index <.IXIC> jumped 26 points, or 1.78 percent, to 1,516.	The broad Standard & Poor's 500 Index .SPX was up 8.79 points, or 0.96 percent, at 929.06.	0.8
0bd9bfba-e5c8-4ed5-89c8-65cbe41e7307	The turtle followed the fish.	A sea turtle is hunting for fish.	3.0
fde1e751-2ac3-4896-af5c-4c7570b39166	A man is shaking a container over a kitchen sink.	A man is emptying a plastic container.	2.2
0c3da82a-a006-4986-97a7-a62d52b6432d	Webster's New World Rhyming Dictionary: Clement Wood's Updated This is the rhyming dictionary I turn to first.	http://www.rhymezone.com/ You just type in a word, then select one of the following.	1.2
233bcfe6-a86f-466f-b369-e8202ffdd8b2	The polar bear is sliding on the snow.	A polar bear is sliding across the snow.	5.0
28bd210f-4d38-411e-887c-7bebb2d63b88	Four foreign soldiers killed in Afghan east	2 British soldiers killed in Afghan insider attack	0.8
816489a1-631e-42c2-9aec-9f63329645d4	The broader Standard & Poor's 500 Index .SPX advanced 2 points, or 0.24 percent, to 977.	The Nasdaq Composite Index .IXIC was off 6.52 points, or 0.39 percent, at 1,645.66.	0.8
dbdcb07b-50bf-493b-8cec-08d5f9d215eb	One of the most well studied facets of temperament is how people respond to novelty.	One of the defining and well-studied characteristics of temperament is how people react to novelty.	4.8
295a9217-5a1e-49e6-a6c7-d9fc370442ea	Black and white cow standing in grassy field.	A black and white photo of a man standing next to a bus.	0.8
b1b90a69-cb70-453e-b458-68ff951be44c	iran is the most prolific applier of the death penalty in the world after china.	the islamic republic is the most prolific applier of the death penalty in the world after china.	3.8
4240dbfc-13cf-424e-87c8-4703b779c65f	A small plane parked at an airfield with a cloudy sky overhead.	A small white plane parked in an airport on a cloudy day.	4.6
c7cd43a8-67b3-4cce-bde1-f7d4066e6ca3	A caveat: I'm experiencing the tail end of a three day migraine.	I agree with the commentators that your question is a little confusing.	0.0
43d821bc-b2b1-4ea8-870c-2913797f7786	A woman doesn't have her arms up because she's paralyzed from the neck down	A woman is sitting on the steps because she tripped and hurt her ankle.	0.8
45c0d0fb-be67-4001-bc76-8842585e6cee	A woman is talking to her pet bunny as she fondles it.	A woman walks her dog onto astro turf.	0.4
68f4a3c5-ede5-4180-8276-1b180b8102fe	Massive Hurricane Sandy bears down on U.S. East Coast	Hurricane Sandy gains speed, batters US east coast	4.0
cca21139-cac0-4134-ab8a-e08f619e2038	A brown dog is jumping.	A brown dog is jumping	5.0
7a551290-f3a2-4c34-9184-ce3fecc314c8	occupied Palestinian territory: Israeli Forces Continue to Shed Palestinian Blood in oPt	occupied Palestinian territory: Israel warns on security as Gaza truce talks resume	1.0
d81860c7-450f-4e37-8e46-8a8c53a04cf7	"Bush turned out a statement yesterday thanking the commission for its work, and said, ""Our journey into space will go on."""	"Mr. Bush did not discuss this when he issued a brief statement yesterday thanking the commission for its work, and saying, ""Our journey into space will go on."""	3.6
b613d04f-9735-4cab-b472-52b1d6e59125	A woman is riding on a horse.	A man is turning over tables in anger.	0.0
713cb05e-1808-4a11-bd8b-fb5eb37c671a	Mursi takes oath of office, becomes Egyptian president	Morsi to take oath as first Egypt civilian president	3.8
68e97dc5-1eea-4713-b2a0-f080805c02f4	Imran to contest from four NA seats	Imran Khan to contest elections from four NA seats	4.75
6e3a5d22-d463-4d23-845f-1b859f67bc99	Green Lantern to be reintroduced as gay by DC Comics	Green Lantern to be relaunched as gay superhero	4.0
478fcc25-dc91-4b51-8321-5609d7f70641	And Nugent was a complete fool to say what he said.	Natalie was a complete fool to have insulted their fan base.	0.6
eb29c2bc-da2f-43be-b1b8-1e10992fad1f	Bombs kill two people, wound dozens at Boston Marathon	Only two bombs found in Boston Marathon attack	2.2
f4d9a812-869b-4ec8-9d90-a9bbe38c59ae	Sens. John Kerry and Bob Graham declined invitations to speak.	The no-shows were Sens. John Kerry of Massachusetts and Bob Graham of Florida.	3.6
5a522331-4bd9-48a8-b376-51a167270391	Two dogs are running in a grassy field	Two dogs running through a grassy field.	5.0
0ab0f24d-bf32-49d4-9dab-676371bc7edc	Track fault disrupts train service between Raffles Place, Marina Bay	Train service disrupted between Raffles Place and Marina Bay	4.2
5a8ebd8a-aa75-4326-ac24-bbe388661da2	A kid is talking in class.	A girl is going to class.	1.8
18503bb2-6ebd-4880-84f0-de738c047413	A person is putting salt and pepper on a piece of pork.	A youngster is sitting on a piano.	0.0
bc19f2b5-865e-4910-a069-dee4ae603014	A woman is feeding a man.	A woman is mixing meat.	1.0
01c47269-9158-4c92-852f-7c3933a49ec2	A woman is posing for a Christmas card.	A girl is taking a photo.	1.2
b71fee7b-555e-4fba-ac02-9d1ddb1b562f	It's also a matter of taste.	It's mostly a matter of taste.	5.0
6c62f927-f6e8-438b-bdc9-e82533e2f507	Chicago teachers strike in bitter contract dispute	Chicago teachers union delegates could end strike	2.4
8a439b8b-ec57-40b7-ba69-f254625fb8b0	A car backs out of a space.	A car is backing out of a blocked lane.	3.0
7d10b9e6-dece-4e00-b90a-a71b9cea6c88	I oppose the death penalty.	This is why I support the death penalty.	1.0
9d4d5bfb-f61c-4899-913b-b069fb744ae7	Ridge said no real explosives or harmful devices will be used in the exercise.	Ridge said that no actual explosives or other harmful substances will be used.	4.6
dde51ed4-30ac-4a94-87df-29f4a87ca81b	A man is cleaning the windows.	A man is driving a car.	0.4
47187ade-4249-4a72-8a02-a555e029b432	Rocks, Tear Gas Fly as Thai Protests Heat Up	Rocks, tear gas fly as Thai protests heat up	5.0
b7ba2ce9-ee4c-4659-a0db-07dd8fe390cb	China yuan weakens to 6.3282 against USD Monday	China's yuan weakens against USD for third day	3.2
f2ddd146-d50b-4eb1-aa88-d6fa9dec0fb5	Angelina Jolie's aunt dies of breast cancer	Angelina Jolie and the complex truth about breast cancer	2.8
bdbf6c85-efe2-4943-b3f9-7a7c412a24d1	Therefore, the explanation of the existence of the universe is God.	If the universe has an explanation of its existence, that explanation is God.	3.6
50c99b06-d641-4c24-9360-b901cb58f906	A person is combing a cat hair.	A person is brushing a cat.	4.4
cf974eb3-6e67-46f9-9227-7e96680e650e	Car bombing kills 53 in Damascus	Car bombings kill 13 civilians in Iraqi capital	1.4
bed26c09-f0e8-44ed-8463-3d8ce5d88866	Palestinian President Receives Jordanian Foreign Minister	Palestinian arrested for sexually harassing young girls	0.0
df755e96-96cd-40b5-b8d4-eebce4df8853	US State Department faulted over Benghazi	State Dept security chief resigns after Benghazi	2.4
ab27f469-7822-48ab-aa2c-73efb6d0512a	executive director of the arms control association in washington daryl kimball stated that-- the iaea report is 1 in a series of bad signs.	executive director of the arms control association in washington daryl kimball stated the israeli document could affect the debate over india.	3.6
6e166b6a-79b0-4fae-ac14-aec6e8714ef5	A woman is cutting an onion.	A horse is standing.	0.0
830f6ef3-dc86-4993-8074-a119654b550e	A girl in a pink shirt is sprawling her limbs out in midair.	A man dressed in a Santa suit is climbing up a large concrete building.	0.0
7cc38e8d-2d89-444c-9581-aac90107ab86	a man wearing a grey jacket standing on the side of a street.	A boy wearing a blue life jacket is holding onto the side of a green boat.	0.6
8d786493-ef6c-4d5c-93dc-6e81f4c53a06	Additionally, the h2210’s cradle has room to charge a second battery.	The cradle for the h2200 has space for recharging a second battery.	4.75
500329e5-c4f0-4a1d-85f4-a7bf6b072f46	The WHO says the latest case does not fit its profile of SARS and is not a public health concern.	"The WHO has said the Singapore case did not fit its profile of SARS and was ""not an international public health concern."""	3.8
762992d0-55dc-4b5e-a841-2d759389103a	And that's why you're yelling at me and refusing to answer my questions?	Still refusing to answer my questions?	3.4
919184cc-24c3-4f2a-8d29-422ee8770b1b	A tiger trys to climb the wall.	A lion is trying to climb up over a wall.	3.0
8fd8adb9-b26d-42e1-b17b-d4bf9200a3d8	Pro-Palestinian Activists March to UN Headquarters	Pro-Palestinian activists prepare flotilla to break Gaza blockade	2.0
a4b5738a-057c-466b-9959-db942580e215	Many people are in the bicycle racing, including one man in a three-wheeled bike.	A man riding on a three-wheeled wheelchair.	2.6
ab2a4ae7-565b-41dd-af83-cc48a2f034f3	While the day's trading was lackluster, the Standard & Poor's 500 index was preparing to close out its best three-month period since the fourth quarter of 1998.	The Standard & Poor's 500 stock index ended the quarter up 120 points, a gain of 14 percent, the best performance for that broad market benchmark since 1998.	3.75
